000010001001000011010011010001100000100010000000111000000010000010111011100010100010110000000001001 11100010 Twigle
000010001001000011010011010001100000100010000000111000010010100010111011110011100010111000011001001 11100010 Torgged
000010011001001111010011110001100000100010000000111000010110101111111011111011100011111000011011001 11100010 Tortugis
000010000001000000000011010000000010100001101101111000000000100000010000110010100011000001000010001 00000001 Lagma
000011000001010011010011010100000110101001101101111000000110100000010000110010100011100001000010001 00000001 Maguide
011011100001011111010011010101011110101001101101111000000110100001011001110010100011100001110010001 00010011 Magron
100000010001010001001011010011111001100100000001111100000000000010100001001100000010001010100000011 11010100 Lizish
100000010001010001011011011011111001100100000001111101010000000010100001001101000011011010100000111 11010110 Iguaton
100010110101011101011011011011111001100100000001111101110110000111100101001101000011011010110000111 11010110 Dragave
010000000011100000000011110001000000000001110000101100001000011000010000011000000110000010100101001 10001100 Chivick
011000000011100000000011110001000000000001110000101110101000011000010000011000000110000010100101001 10001100 Humbrill
011100000111101110100011110001000100011001111110101110101000011000010000011000000110000110100111001 10001100 Huminescence
000000000001010001000000010001100000000100000000101100001000000000000000100010000010000010100100001 10001000 Scigeon
000010000001010001001000010001110000100110000000101100001000000010100001100011000010010011100100101 11001010 Thieven
000010000001011101111000010001110000100110010000101100011010000010100011100011000000010111100100101 11001010 Armoraven
100010010001100001010000011000100000100101000000101000000010000010000010100010000010000000000000001 11000000 Hammo
100010010001111001010000011110101000100101000000101000010010100010100010100010000010000000011000001 11000000 Grunswine
100010011001111001011000011110111000100101000000101000010010100110101011100011000010111000011000101 11000010 Hoghoncho
000110010001110001011010011100100101100101000000101001010000000110000010110101001110001000101000101 11100010 Teddull
011110010001110001011011011100100101101101100010101001110001100110000010110101001111101100101010101 11101110 Teddician
011111110111111101111011011100100111111101100110101001111001100111010110110101001111101101111110101 11101110 Teddinaut
000000000001110001000100010001100000000100000000101000000000010000000000100000100010011000000000001 10000000 Minipede
100000001001110001001100010011101001100100000000111101000000010000100001100011100010011000000001001 10100000 Centinel
100000001001111001001100010011111001100100000000111101000010010000100001100011100010011000010001001 10100010 Milimace
100000001001111001011100010001101001100110000000111101000010110000101011100011100010111000011001001 10100010 Milipleura
000010011001010011011011001100110000100100000000101101010010000110100011011000100001011010001001001 11100010 Sapwin
000010011001011011011011011100110000100100000000101101010110000110100011011000100001011010001001001 11100010 Kappalm
001111001111011111011011111100111110101100000110101101111110001111110011011000100001111010001101001 11101010 Serpenge
000001000001000010100011010000000001000100000000111000000000000000010000011000100010001000000001001 00100000 Budew
001011000001001110100011010000000001000100000000111000100000000000010000011000100010001000100001001 00100000 Roselia
001011000001000010100011010000000001000100000000111000100000000000010000011000100010001000101001001 00100000 Roserade
000100000001101010001101010001100000000111000000111100000000010000000000011000100010011000000001001 10100000 Sewaddle
000100011001101010001101010001100000000111000000111100000000010010000000011000100010011000000001001 10100000 Swadloon
000100011001101010011101010001100000000111010000111100010000010110100000011001100010011010000001001 10100000 Leavanny
100000000001000100000101010000111000000100000000101100000000010000000000000000000010011000000000001 10000000 Grubbin
110100000001000110100101110000111000000101000000101111000000011000000000001000010010011000000000001 10100000 Charjabug
110100000001000110100101110000111100000101110000101111001000011000010000001000010010011010000101001 10101000 Vikavolt
000010001001100011000011010101010000100100000000101011000010000000010000111000100010001000101001001 01100000 Busheep
000010011001101011010011010101010000100100010000101011010110000010110001111011110010001010111001001 01100010 Ramant
010111001111101111100011110101010100101111111010101011100111001000010000111101111110100110101011101 01101110 Bushewe
000000010001100000001100000101100000100100000000101000000000010100000000010001000000011000000000001 11000000 Scarabit
000000011001100000001100010101110000100100010000101100010000010110100011110001000000011010010000001 11000010 Spartipede
000000111001101000001100010101110000100100010000101100010000010110100011110000000000011010010000001 11000010 Gladipede
000000000101010010000011010011000000010100000001101000000000000000000100011100100010000000000001011 00110100 Lotad
000010000101010010000011011011000000010100000001101000000000000000010100011100100010000000000001011 01110100 Lombre
000010100101011010000011011011000100010100100001101000000000000000010100011100100010000000000001011 01110100 Ludicolo
011101100111100110100011110001010110011011111110101011110101101001010100011110000111100100100011101 00111101 Willolagos
000010010001010001010100001100111000100100000000101001000010100010001011100010000000100000001000001 11000010 Sedinister
100010010001010001011100011100111000100100000000101001010010100110101011100010000000100000001000001 11000010 Metaslate
100010110101011111111100011100111010100100000101101001010110100110101111100110000001100101011000001 11000011 Sedisoftra
111111110111011111111000111100111100111111100010101001110110101010111011100110000101100101101010101 11000011 Prismodon
101011000011010001011000010001001011101111000100101001100100100000101010010110001011101000101011001 11100110 Asmethiss
101011000011010011011000110001001011101111000100101001100100101000101010010110001011101001101011001 11100110 Aspomancer
101011000011011111111000110001001011101111000100101001100110101001101010010110001011101001101011001 11100110 Kobraturgy
100011000001010001011000010111101001101110001010111000010100100010001010000011000001101000101000101 11000010 Sabore
100011100001011101011000110111101011101110011110111000010110100110001010000011000001101111101001101 11000010 Saberock
100010110011010001010001011101101110101110000100101100010110100110101011111111001010111011101000101 11000010 Rexisilt
110111110011011101010001011101101010111101110110101100111110100111101011111111001010111011101101101 11001010 Pterator
011001000111000000000011010000000000011010000000101100101001000000000000001100001010000000100111001 00001000 Snowlet
